Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option 1 Name,Option 1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
ahkam-e-qurbani-o-aqeeqa,Ahkam e Qurbani o Aqeeqa,<p><strong>Book Title:</strong> Ahkam e Qurbani o Aqeeqa</p><p><strong>Urdu Title:</strong> احکامِ قربانی و عقیقہ</p><p><strong>Author:</strong> Haji Nazar Hussain</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Haji Nazar Hussain,,Books,Fiqh,true,Title,Default Title,KW-HAJ-0234,400,shopify,100,deny,manual,120,150,true,false,,https://media.bookcorner.shop/uploads/9.jpg,1,Ahkam e Qurbani o Aqeeqa,false,,,,,g,,,,,active
aik-qatra-khoon,Aik Qatra Khoon,<p><strong>Book Title:</strong> Aik Qatra Khoon</p><p><strong>Urdu Title:</strong> ایک قطرہ خون (واقعہ کربلا)</p><p><strong>Author:</strong> Ismat Chughtai</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Ismat Chughtai,,Books,Fiqh,true,Title,Default Title,KW-ISM-0235,400,shopify,100,deny,manual,950,1200,true,false,,https://media.bookcorner.shop/uploads/611e1a827c0211629362818.jpg,1,Aik Qatra Khoon,false,,,,,g,,,,,active
amraz-e-naswan,Amraz e Naswan,<p><strong>Book Title:</strong> Amraz e Naswan</p><p><strong>Urdu Title:</strong> امراض نسواں، اپنا علاج خود کیجیے</p><p><strong>Author:</strong> Dr. Shehzada M.A Butt</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Dr. Shehzada M.A Butt,,Books,Fiqh,true,Title,Default Title,KW-DR.-0236,400,shopify,100,deny,manual,380,500,true,false,,https://media.bookcorner.shop/uploads/286.jpg,1,Amraz e Naswan,false,,,,,g,,,,,active
anwaar-suheli-ki-kehaniyan,Anwaar Suheli ki Kehaniyan,<p><strong>Book Title:</strong> Anwaar Suheli ki Kehaniyan</p><p><strong>Urdu Title:</strong> انوار سہیلی کی کی کہانیاں</p><p><strong>Author:</strong> Mulla Hussain Wayz Kashfi</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Mulla Hussain Wayz Kashfi,,Books,"Fiqh, Children",true,Title,Default Title,KW-MUL-0237,400,shopify,100,deny,manual,380,500,true,false,,https://media.bookcorner.shop/uploads/251.jpg,1,Anwaar Suheli ki Kehaniyan,false,,,,,g,,,,,active
asan-namaz,Asan Namaz,<p><strong>Book Title:</strong> Asan Namaz</p><p><strong>Urdu Title:</strong> آسان نماز</p><p><strong>Author:</strong> Qari Shabir Ahmed Usmani</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Qari Shabir Ahmed Usmani,,Books,Fiqh,true,Title,Default Title,KW-QAR-0238,400,shopify,100,deny,manual,300,400,true,false,,https://media.bookcorner.shop/uploads/5c4ecf7a967e41548668794.jpg,1,Asan Namaz,false,,,,,g,,,,,active
asan-urdu-grammer,Asan Urdu Grammer,<p><strong>Book Title:</strong> Asan Urdu Grammer</p><p><strong>Urdu Title:</strong> آسان اردو گریمر</p><p><strong>Author:</strong> Dr. Molvi Abdul Haq</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Dr. Molvi Abdul Haq,,Books,Fiqh,true,Title,Default Title,KW-DR.-0239,400,shopify,100,deny,manual,400,500,true,false,,https://media.bookcorner.shop/uploads/610ea187243881628348807.jpg,1,Asan Urdu Grammer,false,,,,,g,,,,,active
chand-hum-asar-iqbal-shinas,Chand Hum Asar Iqbal Shinas,<p><strong>Book Title:</strong> Chand Hum Asar Iqbal Shinas</p><p><strong>Urdu Title:</strong> چند ہم عصر اقبال شناس</p><p><strong>Author:</strong> Dr. Haroon Rasheed Tabassum</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Dr. Haroon Rasheed Tabassum,,Books,Biography,true,Title,Default Title,KW-DR.-0240,400,shopify,100,deny,manual,2500,3100,true,false,,https://media.bookcorner.shop/uploads/5c4ee711395f51548674833.jpg,1,Chand Hum Asar Iqbal Shinas,false,,,,,g,,,,,active
chand-na-qabil-e-faramosh-shakhsiyat,Chand Na Qabil e Faramosh Shakhsiyat,<p><strong>Book Title:</strong> Chand Na Qabil e Faramosh Shakhsiyat</p><p><strong>Urdu Title:</strong> چند ناقابل فراموش شخصیات</p><p><strong>Author:</strong> Munshi Abdur Rehman Khan</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Munshi Abdur Rehman Khan,,Books,Biography,true,Title,Default Title,KW-MUN-0241,400,shopify,100,deny,manual,800,1000,true,false,,https://media.bookcorner.shop/uploads/5c4ee741e4a201548674881.jpg,1,Chand Na Qabil e Faramosh Shakhsiyat,false,,,,,g,,,,,active
gulzar-wohh-jo-shayr-hai,Gulzar - Wohh jo Shayr Hai,<p><strong>Book Title:</strong> Gulzar - Wohh jo Shayr Hai</p><p><strong>Urdu Title:</strong> گلزار - وہ جو شاعر ہے</p><p><strong>Author:</strong> Shama Kazmi</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Shama Kazmi,,Books,Biography,true,Title,Default Title,KW-SHA-0242,400,shopify,100,deny,manual,800,1000,true,false,,https://media.bookcorner.shop/uploads/5c4efb4adf03c1548680010.jpg,1,Gulzar - Wohh jo Shayr Hai,false,,,,,g,,,,,active
begmat-kay-aansu,Begmat Kay Aansu,<p><strong>Book Title:</strong> Begmat Kay Aansu</p><p><strong>Urdu Title:</strong> بیگمات کے آنسو</p><p><strong>Author:</strong> Khawaja Hassan Nizami</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Khawaja Hassan Nizami,,Books,Short Stories,true,Title,Default Title,KW-KHA-0243,400,shopify,100,deny,manual,600,750,true,false,,https://media.bookcorner.shop/uploads/23.jpg,1,Begmat Kay Aansu,false,,,,,g,,,,,active
dehshat-may-mohabbat,Dehshat May Mohabbat,<p><strong>Book Title:</strong> Dehshat May Mohabbat</p><p><strong>Urdu Title:</strong> دہشت میں محبت</p><p><strong>Author:</strong> Muhammad Hameed Shahid</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Muhammad Hameed Shahid,,Books,Short Stories,true,Title,Default Title,KW-MUH-0244,400,shopify,100,deny,manual,380,500,true,false,,https://media.bookcorner.shop/uploads/5c502f9bb23671548758939.jpg,1,Dehshat May Mohabbat,false,,,,,g,,,,,active
rajinder-singh-bedi-muntakhib-afsanay,Rajinder Singh Bedi - Muntakhib Afsanay,<p><strong>Book Title:</strong> Rajinder Singh Bedi - Muntakhib Afsanay</p><p><strong>Urdu Title:</strong> راجندر سنگھ بیدی (منتخب افسانے)</p><p><strong>Author:</strong> Rajinder Singh Bedi</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Rajinder Singh Bedi,,Books,Short Stories,true,Title,Default Title,KW-RAJ-0245,400,shopify,100,deny,manual,1250,1550,true,false,,https://media.bookcorner.shop/uploads/5c4ef96c900131548679532.jpg,1,Rajinder Singh Bedi - Muntakhib Afsanay,false,,,,,g,,,,,active
qala-band-shahzadi,Qala Band Shahzadi,<p><strong>Book Title:</strong> Qala Band Shahzadi</p><p><strong>Urdu Title:</strong> قلعہ بند شہزادی</p><p><strong>Author:</strong> Moazzama Tanvir</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Moazzama Tanvir,,Books,Short Stories,true,Title,Default Title,KW-MOA-0246,400,shopify,100,deny,manual,500,600,true,false,,https://media.bookcorner.shop/uploads/5c503020e5c041548759072.jpg,1,Qala Band Shahzadi,false,,,,,g,,,,,active
naqsh-gar,Naqsh Gar,<p><strong>Book Title:</strong> Naqsh Gar</p><p><strong>Urdu Title:</strong> نقش گر</p><p><strong>Author:</strong> Muhammad Hamid Siraj</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Muhammad Hamid Siraj,,Books,Short Stories,true,Title,Default Title,KW-MUH-0247,400,shopify,100,deny,manual,1250,1550,true,false,,https://media.bookcorner.shop/uploads/5d32d580dd2b71563612544.jpg,1,Naqsh Gar,false,,,,,g,,,,,active
sans-lenay-may-dard-hota-hai,Sans Lenay May Dard Hota Hai,<p><strong>Book Title:</strong> Sans Lenay May Dard Hota Hai</p><p><strong>Urdu Title:</strong> سانس لینے میں درد ہوتا ہے</p><p><strong>Author:</strong> Muhammad Hameed Shahid</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Muhammad Hameed Shahid,,Books,Short Stories,true,Title,Default Title,KW-MUH-0248,400,shopify,100,deny,manual,600,750,true,false,,https://media.bookcorner.shop/uploads/5e4bed662df241582034278.jpg,1,Sans Lenay May Dard Hota Hai,false,,,,,g,,,,,active
aalmi-tarajim-muntakhib-afsanay,Aalmi Tarajim - Muntakhib Afsanay,<p><strong>Book Title:</strong> Aalmi Tarajim - Muntakhib Afsanay</p><p><strong>Urdu Title:</strong> عالمی تراجم ۔ منتخب افسانے</p><p><strong>Author:</strong> Naseer Ahmed Nasir</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Naseer Ahmed Nasir,,Books,Short Stories,true,Title,Default Title,KW-NAS-0249,400,shopify,100,deny,manual,600,750,true,false,,https://media.bookcorner.shop/uploads/5e6383e3d5d541583580131.jpg,1,Aalmi Tarajim - Muntakhib Afsanay,false,,,,,g,,,,,active
sab-rang-kehaniyan,Sab Rang Kahaniyan (Vol: 1),<p><strong>Book Title:</strong> Sab Rang Kahaniyan (Vol: 1)</p><p><strong>Urdu Title:</strong> سب رنگ کہانیاں (والیم 1)</p><p><strong>Author:</strong> Shakeel Adil Zadah Ka Nigarkhana</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Shakeel Adil Zadah Ka Nigarkhana,,Books,Short Stories,true,Title,Default Title,KW-SHA-0250,400,shopify,100,deny,manual,1995,2500,true,false,,https://media.bookcorner.shop/uploads/68d664e45bb121758880996.jpg,1,Sab Rang Kahaniyan (Vol: 1),false,,,,,g,,,,,active
qaim-din,Qaim Deen,<p><strong>Book Title:</strong> Qaim Deen</p><p><strong>Urdu Title:</strong> قائم دین</p><p><strong>Author:</strong> Ali Akbar Natiq</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Ali Akbar Natiq,,Books,Short Stories,true,Title,Default Title,KW-ALI-0251,400,shopify,100,deny,manual,500,600,true,false,,https://media.bookcorner.shop/uploads/5f7348e97133f1601390825.jpg,1,Qaim Deen,false,,,,,g,,,,,active
srk-2,Sab Rang Kahaniyan (Vol: 2),<p><strong>Book Title:</strong> Sab Rang Kahaniyan (Vol: 2)</p><p><strong>Urdu Title:</strong> سب رنگ کہانیاں (والیم 2)</p><p><strong>Author:</strong> Shakeel Adil Zadah Ka Nigarkhana</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Shakeel Adil Zadah Ka Nigarkhana,,Books,Short Stories,true,Title,Default Title,KW-SHA-0252,400,shopify,100,deny,manual,1995,2500,true,false,,https://media.bookcorner.shop/uploads/67a30fcca4ae51738739660.jpg,1,Sab Rang Kahaniyan (Vol: 2),false,,,,,g,,,,,active
zangaar,Zangaar,<p><strong>Book Title:</strong> Zangaar</p><p><strong>Urdu Title:</strong> زنگار</p><p><strong>Author:</strong> Aamir Khakwani</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Aamir Khakwani,,Books,"Short Stories, Essays",true,Title,Default Title,KW-AAM-0253,400,shopify,100,deny,manual,1800,2250,true,false,,https://media.bookcorner.shop/uploads/5fcb93164f9e61607176982.jpg,1,Zangaar,false,,,,,g,,,,,active
majmua-shams,"Majmua Shamsur Rahman Faruqi (Afsany, Novel, Daramy, Tarajim)","<p><strong>Book Title:</strong> Majmua Shamsur Rahman Faruqi (Afsany, Novel, Daramy, Tarajim)</p><p><strong>Urdu Title:</strong> مجموعہ شمس الرحمٰن فاروقی (افسانے، ناول، ڈرامے، تراجم)</p><p><strong>Author:</strong> Shamsur Rahman Faruqi</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>",Shamsur Rahman Faruqi,,Books,Short Stories,true,Title,Default Title,KW-SHA-0254,400,shopify,100,deny,manual,3000,3750,true,false,,https://media.bookcorner.shop/uploads/601a7b6dbd5ec1612348269.jpg,1,"Majmua Shamsur Rahman Faruqi (Afsany, Novel, Daramy, Tarajim)",false,,,,,g,,,,,active
hum-wehshi-hain,Hum Wehshi Hain,<p><strong>Book Title:</strong> Hum Wehshi Hain</p><p><strong>Urdu Title:</strong> ہم وحشی ہیں</p><p><strong>Author:</strong> Krishan Chander</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Krishan Chander,,Books,Short Stories,true,Title,Default Title,KW-KRI-0255,400,shopify,100,deny,manual,700,900,true,false,,https://media.bookcorner.shop/uploads/60324d4464c031613909316.jpg,1,Hum Wehshi Hain,false,,,,,g,,,,,active
shah-jamal-ka-mujawir,Shah Jamal Ka Mujawir,<p><strong>Book Title:</strong> Shah Jamal Ka Mujawir</p><p><strong>Urdu Title:</strong> شاہ جمال کا مجاور</p><p><strong>Author:</strong> Rauf Klasra</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Rauf Klasra,,Books,"Short Stories, Essays",true,Title,Default Title,KW-RAU-0256,400,shopify,100,deny,manual,800,1000,true,false,,https://media.bookcorner.shop/uploads/603f4226d4b651614758438.jpg,1,Shah Jamal Ka Mujawir,false,,,,,g,,,,,active
srk-3,Sab Rang Kahaniyan (Vol: 3),<p><strong>Book Title:</strong> Sab Rang Kahaniyan (Vol: 3)</p><p><strong>Urdu Title:</strong> سب رنگ کہانیاں (والیم 3)</p><p><strong>Author:</strong> Shakeel Adil Zadah Ka Nigarkhana</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Shakeel Adil Zadah Ka Nigarkhana,,Books,Short Stories,true,Title,Default Title,KW-SHA-0257,400,shopify,100,deny,manual,1995,2500,true,false,,https://media.bookcorner.shop/uploads/67a30fadbd9881738739629.jpg,1,Sab Rang Kahaniyan (Vol: 3),false,,,,,g,,,,,active
masoom-aur-pareechay,Masoom aur Pareechay,<p><strong>Book Title:</strong> Masoom aur Pareechay</p><p><strong>Urdu Title:</strong> معصوم اور پریچے</p><p><strong>Author:</strong> Gulzar</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Gulzar,,Books,Drama,true,Title,Default Title,KW-GUL-0258,400,shopify,100,deny,manual,600,750,true,false,,https://media.bookcorner.shop/uploads/5c4ef9ee128cb1548679662.jpg,1,Masoom aur Pareechay,false,,,,,g,,,,,active
pari-vash,Zikar Us Pari-vash Ka,<p><strong>Book Title:</strong> Zikar Us Pari-vash Ka</p><p><strong>Urdu Title:</strong> ذکر اس پری وش کا</p><p><strong>Author:</strong> George Bernard Shaw</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,George Bernard Shaw,,Books,Drama,true,Title,Default Title,KW-GEO-0259,400,shopify,100,deny,manual,999,1250,true,false,,https://media.bookcorner.shop/uploads/65d6008a97dcb1708523658.jpg,1,Zikar Us Pari-vash Ka,false,,,,,g,,,,,active
neel-pankh,Neel Pankh,<p><strong>Book Title:</strong> Neel Pankh</p><p><strong>Urdu Title:</strong> نیل پنکھ</p><p><strong>Author:</strong> Maurice Maeterlinck</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Maurice Maeterlinck,,Books,Drama,true,Title,Default Title,KW-MAU-0260,400,shopify,100,deny,manual,2000,2500,true,false,,https://media.bookcorner.shop/uploads/652a64c347f631697277123.jpg,1,Neel Pankh,false,,,,,g,,,,,active
waris-se-bandagi-tak,Waris Se Bandagi Tak,<p><strong>Book Title:</strong> Waris Se Bandagi Tak</p><p><strong>Urdu Title:</strong> وارث سے بندگی تک</p><p><strong>Author:</strong> Dr. Shahida Rasool</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Dr. Shahida Rasool,,Books,Drama,true,Title,Default Title,KW-DR.-0261,400,shopify,100,deny,manual,995,1250,true,false,,https://media.bookcorner.shop/uploads/618bbdd2829d21636548050.jpg,1,Waris Se Bandagi Tak,false,,,,,g,,,,,active
anar-kali,Anarkali,<p><strong>Book Title:</strong> Anarkali</p><p><strong>Urdu Title:</strong> انارکلی</p><p><strong>Author:</strong> Syed Imtiaz Ali Taj</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Syed Imtiaz Ali Taj,,Books,Drama,true,Title,Default Title,KW-SYE-0262,400,shopify,100,deny,manual,700,900,true,false,,https://media.bookcorner.shop/uploads/6141b50fc29b81631696143.jpg,1,Anarkali,false,,,,,g,,,,,active
miratul-uroos-umera-ahmed,Miratul Uroos (Umera Ahmed),<p><strong>Book Title:</strong> Miratul Uroos (Umera Ahmed)</p><p><strong>Urdu Title:</strong> مراۃ العروس (عمیرہ احمد)</p><p><strong>Author:</strong> Umera Ahmed</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Umera Ahmed,,Books,Drama,true,Title,Default Title,KW-UME-0263,400,shopify,100,deny,manual,1000,1250,true,false,,https://media.bookcorner.shop/uploads/65f69d54017131710660948.jpg,1,Miratul Uroos (Umera Ahmed),false,,,,,g,,,,,active
khuda-aur-mohabbat,Khuda aur Mohabbat,<p><strong>Book Title:</strong> Khuda aur Mohabbat</p><p><strong>Urdu Title:</strong> خدا اور محبت</p><p><strong>Author:</strong> Hashim Nadeem</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Hashim Nadeem,,Books,Drama,true,Title,Default Title,KW-HAS-0264,400,shopify,100,deny,manual,1500,1900,true,false,,https://media.bookcorner.shop/uploads/5c51807f204701548845183.jpg,1,Khuda aur Mohabbat,false,,,,,g,,,,,active
mery-50-pasandeda-seen,Mery 50 Pasandeda Seen,<p><strong>Book Title:</strong> Mery 50 Pasandeda Seen</p><p><strong>Urdu Title:</strong> میرے پچاس پسندیدہ سین</p><p><strong>Author:</strong> Umera Ahmed</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Umera Ahmed,,Books,Drama,true,Title,Default Title,KW-UME-0265,400,shopify,100,deny,manual,400,500,true,false,,https://media.bookcorner.shop/uploads/60fe6ceb2876d1627286763.jpg,1,Mery 50 Pasandeda Seen,false,,,,,g,,,,,active
wapsi,Wapsi,<p><strong>Book Title:</strong> Wapsi</p><p><strong>Urdu Title:</strong> واپسی</p><p><strong>Author:</strong> Umera Ahmed</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Umera Ahmed,,Books,Drama,true,Title,Default Title,KW-UME-0266,400,shopify,100,deny,manual,500,600,true,false,,https://media.bookcorner.shop/uploads/65f69c537ebb61710660691.jpg,1,Wapsi,false,,,,,g,,,,,active
doraha,Doraha,<p><strong>Book Title:</strong> Doraha</p><p><strong>Urdu Title:</strong> دوراہا</p><p><strong>Author:</strong> Umera Ahmed</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Umera Ahmed,,Books,Drama,true,Title,Default Title,KW-UME-0267,400,shopify,100,deny,manual,800,1000,true,false,,https://media.bookcorner.shop/uploads/65f69ba29da1d1710660514.jpg,1,Doraha,false,,,,,g,,,,,active
uraan,Uraan,<p><strong>Book Title:</strong> Uraan</p><p><strong>Urdu Title:</strong> اڑان</p><p><strong>Author:</strong> Umera Ahmed</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Umera Ahmed,,Books,Drama,true,Title,Default Title,KW-UME-0268,400,shopify,100,deny,manual,800,1000,true,false,,https://media.bookcorner.shop/uploads/65f69c932b1841710660755.jpg,1,Uraan,false,,,,,g,,,,,active
qaid-e-tanhai,Qaid e Tanhai,<p><strong>Book Title:</strong> Qaid e Tanhai</p><p><strong>Urdu Title:</strong> قید تنہائی</p><p><strong>Author:</strong> Umera Ahmed</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Umera Ahmed,,Books,Drama,true,Title,Default Title,KW-UME-0269,400,shopify,100,deny,manual,1200,1500,true,false,,https://media.bookcorner.shop/uploads/646f0cf4ebca41684999412.jpg,1,Qaid e Tanhai,false,,,,,g,,,,,active
chand-say-pehly,Chand Say Pehly,<p><strong>Book Title:</strong> Chand Say Pehly</p><p><strong>Urdu Title:</strong> چاند سے پہلے</p><p><strong>Author:</strong> Umera Ahmed</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Umera Ahmed,,Books,Drama,true,Title,Default Title,KW-UME-0270,400,shopify,100,deny,manual,300,400,true,false,,https://media.bookcorner.shop/uploads/65f69cf86af341710660856.jpg,1,Chand Say Pehly,false,,,,,g,,,,,active
raqs-e-bismal,Raqs e Bismal,<p><strong>Book Title:</strong> Raqs e Bismal</p><p><strong>Urdu Title:</strong> رقص بسمل</p><p><strong>Author:</strong> Hashim Nadeem</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Hashim Nadeem,,Books,Drama,true,Title,Default Title,KW-HAS-0271,400,shopify,100,deny,manual,2000,2500,true,false,,https://media.bookcorner.shop/uploads/615d9ed0749571633525456.jpg,1,Raqs e Bismal,false,,,,,g,,,,,active
khawaboon-kay-musafir,KHAWABOON KAY MUSAFIR,<p><strong>Book Title:</strong> KHAWABOON KAY MUSAFIR</p><p><strong>Urdu Title:</strong> خوابوں کے مسافر</p><p><strong>Author:</strong> INTIZAR HUSSAIN</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,INTIZAR HUSSAIN,,Books,Drama,true,Title,Default Title,KW-INT-0272,400,shopify,100,deny,manual,1200,1500,true,false,,https://media.bookcorner.shop/uploads/9693529170.jpg,1,KHAWABOON KAY MUSAFIR,false,,,,,g,,,,,active
manto-dramay,MANTO DRAMAY,<p><strong>Book Title:</strong> MANTO DRAMAY</p><p><strong>Urdu Title:</strong> منٹو ڈرامے</p><p><strong>Author:</strong> Saadat Hassan Manto</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Saadat Hassan Manto,,Books,Drama,true,Title,Default Title,KW-SAA-0273,400,shopify,100,deny,manual,2800,3500,true,false,,https://media.bookcorner.shop/uploads/614589052974d1631947013.jpg,1,MANTO DRAMAY,false,,,,,g,,,,,active
gardbaad,GARDBAAD,<p><strong>Book Title:</strong> GARDBAAD</p><p><strong>Urdu Title:</strong> گردباد</p><p><strong>Author:</strong> ORIYA MAQBOOL JAN</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,ORIYA MAQBOOL JAN,,Books,Drama,true,Title,Default Title,KW-ORI-0274,400,shopify,100,deny,manual,500,600,true,false,,https://media.bookcorner.shop/uploads/969352666X.jpg,1,GARDBAAD,false,,,,,g,,,,,active
shehpar,SHEHPAR,<p><strong>Book Title:</strong> SHEHPAR</p><p><strong>Urdu Title:</strong> شہپر</p><p><strong>Author:</strong> Mustansar Hussain Tarar</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Mustansar Hussain Tarar,,Books,Drama,true,Title,Default Title,KW-MUS-0275,400,shopify,100,deny,manual,500,600,true,false,,https://media.bookcorner.shop/uploads/9693509587.jpg,1,SHEHPAR,false,,,,,g,,,,,active
parwaz,PARWAZ,<p><strong>Book Title:</strong> PARWAZ</p><p><strong>Urdu Title:</strong> پرواز</p><p><strong>Author:</strong> Mustansar Hussain Tarar</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Mustansar Hussain Tarar,,Books,Drama,true,Title,Default Title,KW-MUS-0276,400,shopify,100,deny,manual,800,1000,true,false,,https://media.bookcorner.shop/uploads/9693502639.jpg,1,PARWAZ,false,,,,,g,,,,,active
moorat,MOORAT,<p><strong>Book Title:</strong> MOORAT</p><p><strong>Urdu Title:</strong> مورت</p><p><strong>Author:</strong> Mustansar Hussain Tarar</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Mustansar Hussain Tarar,,Books,Drama,true,Title,Default Title,KW-MUS-0277,400,shopify,100,deny,manual,1200,1500,true,false,,https://media.bookcorner.shop/uploads/9693500024.jpg,1,MOORAT,false,,,,,g,,,,,active
lucknow-say-lahore,Lucknow Say Lahore,<p><strong>Book Title:</strong> Lucknow Say Lahore</p><p><strong>Urdu Title:</strong> لکھنو سے لاہور</p><p><strong>Author:</strong> Shaukat Thanvi</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Shaukat Thanvi,,Books,Essays,true,Title,Default Title,KW-SHA-0278,400,shopify,100,deny,manual,800,1000,true,false,,https://media.bookcorner.shop/uploads/60262fabb03df1613115307.jpg,1,Lucknow Say Lahore,false,,,,,g,,,,,active
such-ki-talash-may,Such ki Talash May,<p><strong>Book Title:</strong> Such ki Talash May</p><p><strong>Urdu Title:</strong> سچ کی تلاش میں</p><p><strong>Author:</strong> Amjad Islam Amjad</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Amjad Islam Amjad,,Books,Essays,true,Title,Default Title,KW-AMJ-0279,400,shopify,100,deny,manual,900,1100,true,false,,https://media.bookcorner.shop/uploads/5d29e64a72d581563027018.jpg,1,Such ki Talash May,false,,,,,g,,,,,active
almi-nasri-adab-vol-3,Aalami Nasri Adab (Vol: 3),<p><strong>Book Title:</strong> Aalami Nasri Adab (Vol: 3)</p><p><strong>Urdu Title:</strong> عالمی نثری ادب (جلد سوم)</p><p><strong>Author:</strong> Ashar Najmi</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Ashar Najmi,,Books,Essays,true,Title,Default Title,KW-ASH-0280,400,shopify,100,deny,manual,2500,3100,true,false,,https://media.bookcorner.shop/uploads/606efdf458dee1617886708.jpg,1,Aalami Nasri Adab (Vol: 3),false,,,,,g,,,,,active
almi-nasri-adab-vol-2,Aalami Nasri Adab (Vol: 2),<p><strong>Book Title:</strong> Aalami Nasri Adab (Vol: 2)</p><p><strong>Urdu Title:</strong> عالمی نثری ادب (جلد دوم)</p><p><strong>Author:</strong> Ashar Najmi</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Ashar Najmi,,Books,Essays,true,Title,Default Title,KW-ASH-0281,400,shopify,100,deny,manual,2500,3100,true,false,,https://media.bookcorner.shop/uploads/606efe2c0df441617886764.jpg,1,Aalami Nasri Adab (Vol: 2),false,,,,,g,,,,,active
almi-nasri-adab-vol-1,Aalami Nasri Adab (Vol: 1),<p><strong>Book Title:</strong> Aalami Nasri Adab (Vol: 1)</p><p><strong>Urdu Title:</strong> عالمی نثری ادب (جلد اوّل)</p><p><strong>Author:</strong> Ashar Najmi</p><p>Beautifully printed and bound edition published by Book Corner. Ideal for readers and collectors.</p>,Ashar Najmi,,Books,Essays,true,Title,Default Title,KW-ASH-0282,400,shopify,100,deny,manual,2500,3100,true,false,,https://media.bookcorner.shop/uploads/670397af393bf1728288687.jpg,1,Aalami Nasri Adab (Vol: 1),false,,,,,g,,,,,active
